"filename", "language", "C++", "Makefile", "Markdown", "Python", "C", "Assembler file", "Shell Script", "YAML", "Perl", "CSS", "JSON", "Batch", "HTML", "XML", "Lua", "Visual Basic", "cmake", "Objective-C", "Properties", "comment", "blank", "total"
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/uikit/SDL_uikitopenglview.m", "Objective-C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 254, 0, 50, 75, 379
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/uikit/SDL_uikitvideo.h", "C", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 14, 49
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/uikit/SDL_uikitvideo.m", "Objective-C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 192, 0, 59, 44, 295
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/uikit/SDL_uikitview.h", "C", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 11, 51
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/uikit/SDL_uikitview.m", "Objective-C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 366, 0, 48, 76, 490
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/uikit/SDL_uikitviewcontroller.h", "C", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 21, 96
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/uikit/SDL_uikitviewcontroller.m", "Objective-C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 495, 0, 45, 98, 638
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/uikit/SDL_uikitvulkan.h", "C", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 11, 55
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/uikit/SDL_uikitvulkan.m", "Objective-C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 35, 41, 276
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/uikit/SDL_uikitwindow.h", "C", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 11, 60
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/uikit/SDL_uikitwindow.m", "Objective-C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 342, 0, 70, 86, 498
"/home/copi143/代码/Plant-OS/apps/sdl2/src/video/uikit/keyinfotable.h", "C", 0, 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 8, 175
